title,neighborhoods,price,num_bedrooms,num_bathrooms,url,lat,lon,city,time_posted,alerted,priority_alerted,source,bike_time_minutes,bike_station,bart_bike_time_minutes,bart_station
"Situated in SF!, 3B/1B, Restored exterior façade",,4295,3,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-situated-in-sf-3b-1b/7931468681.html,37.7806519435262,-122.404762737112,San Francisco,2026-05-01T11:20:04.733652-07:00,False,,craigslist,,,,
Large Bright Two Bedroom with Period Details,Castro/Noe,4250,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-large-bright-two-bedroom/7931423271.html,37.7506639054885,-122.427329825788,San Francisco,2026-05-01T09:20:05.694637-07:00,False,,craigslist,13.0,22nd St,3.0,24th St Mission
GERALD CHADWICK is listing fake properties for cheap with BAY VIEWS,,930,3,3.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-gerald-chadwick-is/7931394544.html,37.7835173054595,-122.415882129042,San Francisco,2026-05-01T07:20:05.483383-07:00,False,,craigslist,,,,
Home in Quiet and Sunny Neighborhood,,4200,2,2.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-home-in-quiet-and-sunny/7931378779.html,37.71256851465,-122.398041942175,San Francisco,2026-05-01T06:00:05.239662-07:00,False,,craigslist,,,,
HUGE Furnished Bedrooms in Marina – Utilities Included – Prime Location,NOPA/Inner Richmond,1895,3,2.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-huge-furnished-bedrooms/7931309474.html,37.7768984970105,-122.446008249908,San Francisco,2026-04-30T19:00:05.055061-07:00,False,,craigslist,18.0,4th & King,10.0,Civic Center
"AMAZING, SPLIT LEVEL 2 BED/2 FULL BATH CASTRO TOWNHOUSE!!!",Duboce,5450,2,2.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-amazing-split-level-bed/7931223144.html,37.762521267058,-122.436955516745,San Francisco,2026-04-30T12:00:05.400223-07:00,False,,craigslist,16.0,4th & King,7.0,16th St Mission
"40th/Wawona 3 bd 1 bath top floor of house, large deck and yard",Way Out There,4750,3,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-40th-wawona-bd-bath-top/7931223156.html,37.7351356033256,-122.497402564128,San Francisco,2026-04-30T12:00:05.399575-07:00,False,,craigslist,37.0,22nd St,23.0,Glen Park
Just Rented - AMSI,,4000,3,2.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-just-rented-amsi/7931204782.html,37.7353985909536,-122.457095556201,San Francisco,2026-04-30T11:10:05.318433-07:00,False,,craigslist,,,,
North Facing City View Quiet Street,Mission,4900,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-north-facing-city-view/7931106320.html,37.7508993911422,-122.415297712091,San Francisco,2026-04-29T22:10:04.837905-07:00,False,,craigslist,10.0,22nd St,1.0,24th St Mission
Lower Level 2 bedroom apartment located in the Heart of the Mission Di,Mission,3200,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-lower-level-bedroom/7931037610.html,37.7522383935094,-122.416810893627,San Francisco,2026-04-29T14:10:04.896810-07:00,False,,craigslist,9.0,22nd St,0.0,24th St Mission
2 bd 1 ba - Japantown/Lower Pac Heights! ~ J.Wavro,,3350,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-bd-ba-japantown-lower-pac/7931008795.html,37.787707345815,-122.42769823765,San Francisco,2026-04-29T12:20:05.164286-07:00,False,,craigslist,,,,
Ground Floor Two Bedroom in Prime Location | Freshly Painted,"Bernal,Glen Park/Excelsior",4250,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-ground-floor-two-bedroom/7930936823.html,37.7354358332103,-122.426564354173,San Francisco,2026-04-29T08:20:05.098677-07:00,False,,craigslist,17.0,22nd St,3.0,Glen Park
Two Bedroom Steps to Presidio | One Car Parking | Shared Laundry,,4480,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-two-bedroom-steps-to/7930941289.html,37.7839063438024,-122.467709599355,San Francisco,2026-04-29T08:20:05.096674-07:00,False,,craigslist,,,,
Remodeled Outer Richmond Two Bedroom One Bath ~ J.Wavro,Way Out There,4200,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-remodeled-outer-richmond/7930911546.html,37.7752764534926,-122.506956062404,San Francisco,2026-04-29T05:40:05.231345-07:00,False,,craigslist,40.0,4th & King,32.0,16th St Mission
Furnished hilltop 2-bedroom unit with stunning view,Mission,5000,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-hilltop-bedroom/7930315832.html,37.7508993911422,-122.415297712091,San Francisco,2026-04-28T22:40:05.120308-07:00,False,,craigslist,10.0,22nd St,1.0,24th St Mission
Baker Beach Room,,1900,3,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-baker-beach-room/7930884639.html,37.793000902884,-122.480304357607,San Francisco,2026-04-28T21:40:04.963400-07:00,False,,craigslist,,,,
Flexible Sublet: furnished 2 bed 2 bath house in the Mission,Mission,3600,2,2.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-flexible-sublet-furnished/7930830138.html,37.7508993911422,-122.415297712091,San Francisco,2026-04-28T15:40:04.897417-07:00,False,,craigslist,10.0,22nd St,1.0,24th St Mission
"INNER RICHMOND  APARTMENT - 2 BEDROOM - ONE BATH $3,250 / MONTHLY",,3250,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-inner-richmond-apartment/7930806851.html,37.7812014100517,-122.461398469242,San Francisco,2026-04-28T13:40:04.745613-07:00,False,,craigslist,,,,
In-Law unit near SF City College (Utilities includes),Glen Park/Excelsior,2500,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-in-law-unit-near-sf-city/7930660667.html,37.7267446364164,-122.443612713367,San Francisco,2026-04-27T23:30:05.001625-07:00,False,,craigslist,24.0,22nd St,6.0,Glen Park
"3 bedroom, On-Site Laundry, Video entry system",,4295,3,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-bedroom-on-site-laundry/7930594084.html,37.7806519435262,-122.404762737112,San Francisco,2026-04-27T15:10:05.337777-07:00,False,,craigslist,,,,
"SPECTACULAR, TOP FLOOR 2 BED/1 BATH FULLY RENOVATED!!!",,3750,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-spectacular-top-floor-bed/7930544745.html,37.7393548645288,-122.388712470398,San Francisco,2026-04-27T12:30:05.405088-07:00,False,,craigslist,,,,
"Video entry system, On-Site Laundry, 3/bd 1/ba",,4395,3,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-video-entry-system-on/7930531568.html,37.7806519435262,-122.404762737112,San Francisco,2026-04-27T11:50:05.498911-07:00,False,,craigslist,,,,
furnished 2 bed 2 bath house in the Mission,Mission,3600,2,2.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-bed-bath-house/7928981756.html,37.7508993911422,-122.415297712091,San Francisco,2026-04-27T11:00:04.983879-07:00,False,,craigslist,10.0,22nd St,1.0,24th St Mission
Newly renovated 2 Bed 1 bath - 1 block from tech buses! Garage and Yard,Way Out There,5000,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-newly-renovated-bed-bath/7930441149.html,37.7593006712918,-122.483594281266,San Francisco,2026-04-27T06:30:05.552728-07:00,True,,craigslist,30.0,4th & King,22.0,16th St Mission
"Nice top room in family home available, great view.",Way Out There,1100,5,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-nice-top-room-in-family/7928120693.html,37.7818746354609,-122.488090854042,San Francisco,2026-04-26T16:30:09.261692-07:00,False,,craigslist,31.0,4th & King,28.0,16th St Mission
hilltop 2-bedroom unit with stunning view,Mission,5000,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-hilltop-bedroom-unit-with/7930315832.html,37.7508993911422,-122.415297712091,San Francisco,2026-04-26T12:30:05.480196-07:00,True,,craigslist,10.0,22nd St,1.0,24th St Mission
"Sunny 2 Bedroom, 1 bath house in mount Davidson/Potrero hill area",Glen Park/Excelsior,3400,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-sunny-bedroom-bath-house/7930306216.html,37.7315425849926,-122.448873038883,San Francisco,2026-04-26T11:10:05.600115-07:00,True,,craigslist,24.0,22nd St,6.0,Glen Park
2 bedroom 1 bath,Glen Park/Excelsior,3495,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-bedroom-bath/7930274164.html,37.7195013039708,-122.441099147519,San Francisco,2026-04-26T08:30:05.005226-07:00,True,,craigslist,25.0,22nd St,7.0,Glen Park
Hayes Valley Apartment,,2650,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-hayes-valley-apartment/7930251983.html,37.7813005317502,-122.416702031646,San Francisco,2026-04-26T06:10:05.604643-07:00,False,,craigslist,,,,
2 bedroom 1 bath,Glen Park/Excelsior,3495,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-bedroom-bath/7930232693.html,37.7195013039708,-122.441099147519,San Francisco,2026-04-26T00:30:05.104288-07:00,True,,craigslist,25.0,22nd St,7.0,Glen Park
"Spacious Home with Co-Working Spaces, Near MUNI/BART/280",Glen Park/Excelsior,3900,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-spacious-home-with-co/7928659137.html,37.7195013039708,-122.441099147519,San Francisco,2026-04-25T16:10:04.981696-07:00,True,,craigslist,25.0,22nd St,7.0,Glen Park
2 bd 1 ba - Japantown/Lower Pac Heights! ~ J.Wavro,,3350,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-bd-ba-japantown-lower-pac/7929945678.html,37.787707345815,-122.42769823765,San Francisco,2026-04-24T13:30:05.303582-07:00,False,,craigslist,,,,
Beautiful complete remodel 2br plus office ~ J.Wavro,Way Out There,5500,2,2.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-beautiful-complete/7929940041.html,37.7597240871024,-122.473692997609,San Francisco,2026-04-24T13:10:05.193561-07:00,False,,craigslist,28.0,4th & King,20.0,16th St Mission
Ground Floor 2 Bedrooms 1 Bath In-law Suite,Way Out There,2250,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-ground-floor-bedrooms/7929190596.html,37.7542328595941,-122.504414994583,San Francisco,2026-04-23T22:50:05.093148-07:00,True,,craigslist,44.0,4th & King,29.0,Glen Park
"Video entry system, Restored exterior façade, 3/bd 1/ba",,4295,3,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-video-entry-system/7929736902.html,37.7806519435262,-122.404762737112,San Francisco,2026-04-23T14:50:05.613050-07:00,False,,craigslist,,,,
"Sunset/Parkside upstairs recent remodeled kitchen unit, must see...",Way Out There,3195,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-sunset-parkside-upstairs/7929722711.html,37.7539561209791,-122.482906731912,San Francisco,2026-04-23T13:50:05.104329-07:00,True,,craigslist,32.0,4th & King,23.0,Glen Park
Adorable and Remodeled 2 bed/1 bath Cottage in the Desirable Excelsior,Glen Park/Excelsior,2700,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-adorable-and-remodeled/7929708175.html,37.720856922114,-122.431209323018,San Francisco,2026-04-23T12:50:05.023230-07:00,True,,craigslist,23.0,22nd St,7.0,Glen Park
Just Rented- AMSI,Way Out There,4599,2,2.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-just-rented-amsi/7929674239.html,37.7441001009878,-122.486301506848,San Francisco,2026-04-23T10:50:04.862815-07:00,True,,craigslist,33.0,22nd St,21.0,Glen Park
Brightwell West – 2 Bedrooms - New Construction,,1054,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-brightwell-west-bedrooms/7929640466.html,37.7807132500103,-122.422931228795,San Francisco,2026-04-23T09:10:05.663760-07:00,False,,craigslist,,,,
Brightwell West – 3 Bedrooms - New Construction,,1216,3,2.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-brightwell-west-bedrooms/7929640388.html,37.7807132500103,-122.422931228795,San Francisco,2026-04-23T09:10:05.662964-07:00,False,,craigslist,,,,
"24 Hour Fitness Center, Concierge, Washers & dryers",,5200,2,2.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-24-hour-fitness-center/7929505448.html,37.7796171817482,-122.40621060146,San Francisco,2026-04-22T14:30:05.027658-07:00,False,,craigslist,,,,
RENTED! Remodeled 2Bed/2Bath apt - Near the Marina! ~ J.Wavro,,5295,2,2.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-rented-remodeled-2bed/7929501619.html,37.8002883530798,-122.423834783238,San Francisco,2026-04-22T14:10:05.576054-07:00,False,,craigslist,,,,
Two Bedroom Condo (three blocks from UCSF),Haight/Cole Valley,4300,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-two-bedroom-condo-three/7929482129.html,37.7711987128648,-122.441309995988,San Francisco,2026-04-22T12:50:05.394897-07:00,True,,craigslist,16.0,4th & King,9.0,16th St Mission
"Solar shades, Quartz countertops, Custom kitchen cabinetry",,5200,2,2.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-solar-shades-quartz/7929461420.html,37.7796171817482,-122.40621060146,San Francisco,2026-04-22T11:30:04.789359-07:00,False,,craigslist,,,,
Open House tonight 6pm-8pmBayview Cozy Apartment 3 bd washer and dryer,,5200,3,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-open-house-tonight-6pm/7929442944.html,37.7289201571644,-122.386993597013,San Francisco,2026-04-22T10:50:05.244472-07:00,False,,craigslist,,,,
Shafter Ave & Jennings St - Open house TODAY 6 PM- 8:00PM,,5200,3,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-shafter-ave-jennings-st/7928384545.html,37.7289201571644,-122.386993597013,San Francisco,2026-04-22T10:30:04.899279-07:00,False,,craigslist,,,,
Top Floor 2 BR with In-Unit Laundry | Dishwasher | Pet-Friendly,Mission,4795,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-top-floor-br-with-in-unit/7929430813.html,37.7557970343748,-122.416592596707,San Francisco,2026-04-22T10:10:04.716838-07:00,True,,craigslist,9.0,22nd St,2.0,24th St Mission
"3/bd, Located in SF, Recycling and compost service",,4295,3,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-bd-located-in-sf/7929428578.html,37.7806519435262,-122.404762737112,San Francisco,2026-04-22T09:50:04.984449-07:00,False,,craigslist,,,,
"Cats and small dogs welcome, On-Site Laundry, 3 bedroom",,4395,3,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-cats-and-small-dogs/7929322597.html,37.7806519435262,-122.404762737112,San Francisco,2026-04-21T22:30:05.800128-07:00,False,,craigslist,,,,
"Video entry system, Recycling and compost service",,4395,3,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-video-entry-system/7927940419.html,37.7806519435262,-122.404762737112,San Francisco,2026-04-15T11:50:05.354524-07:00,False,,craigslist,,,,
2 BR/1 BA Apartment with Parking,,3300,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-br-ba-apartment-with/7927920232.html,37.7243508187485,-122.458338874616,San Francisco,2026-04-15T10:10:05.446201-07:00,False,,craigslist,,,,
"Large 3 bed near City College, SF State, Balboa Park BART, and the 280",,4200,3,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-large-bed-near-city/7927833493.html,37.7198599755505,-122.450190841812,San Francisco,2026-04-14T22:40:04.766036-07:00,False,,craigslist,,,,
Beautiful Large Primary Bedroom In Presidio Home,,2370,6,3.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-beautiful-large-primary/7927831622.html,37.7812014100517,-122.461398469242,San Francisco,2026-04-14T21:40:04.778836-07:00,False,,craigslist,,,,
"Restored exterior façade, Bicycle rack",,4295,3,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-restored-exterior-faade/7927754068.html,37.7806519435262,-122.404762737112,San Francisco,2026-04-14T14:00:04.908662-07:00,False,,craigslist,,,,
"Recycling and compost service, Video entry system",,4395,3,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-recycling-and-compost/7927594959.html,37.7806519435262,-122.404762737112,San Francisco,2026-04-13T19:40:04.987388-07:00,False,,craigslist,,,,
"3/BD, Building surveillance, In SF",,4395,3,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-bd-building-surveillance/7927587116.html,37.7806519435262,-122.404762737112,San Francisco,2026-04-13T18:20:05.348344-07:00,False,,craigslist,,,,
Stunning 3-bedroom with living room and backyard,,4300,3,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-stunning-bedroom-with/7927558203.html,37.7286772230593,-122.381567113735,San Francisco,2026-04-13T16:00:05.376256-07:00,False,,craigslist,,,,
2-3 Bed/One Bath Beautiful and spacious North Beach apt,,4600,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-3-bed-one-bath-beautiful/7927509593.html,37.8016617329147,-122.407104415621,San Francisco,2026-04-13T13:00:05.441862-07:00,False,,craigslist,,,,
"Cats and small dogs welcome, Video entry system, 3BD 1BA",,4295,3,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-cats-and-small-dogs/7927488196.html,37.7806519435262,-122.404762737112,San Francisco,2026-04-13T11:20:05.475551-07:00,False,,craigslist,,,,
2 BR/1 BA Apartment with Parking,,3300,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-br-ba-apartment-with/7927326515.html,37.7243508187485,-122.458338874616,San Francisco,2026-04-12T14:20:05.388839-07:00,False,,craigslist,,,,
"Fantastic views! Must See! Elegant, updated 2BR 1BA",,4350,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-fantastic-views-must-see/7927303946.html,37.799759513035,-122.422015642238,San Francisco,2026-04-12T13:00:05.338840-07:00,False,,craigslist,,,,
