title,neighborhoods,price,num_bedrooms,num_bathrooms,url,lat,lon,city,time_posted,alerted,priority_alerted,source,bike_time_minutes,bike_station,bart_bike_time_minutes,bart_station
540 Leavenworth #207 - Awesome 2x1 - WD in Unit - Near Downtown Area,,4195,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-540-leavenworth-awesome/7933432433.html,37.7859655541179,-122.414693814574,San Francisco,2026-05-10T12:40:04.809634-07:00,False,,craigslist,,,,
PRE LEASE NOW - 2 BEDROOM W/GREAT CITY VIEWS!,,5595,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-pre-lease-now-bedroom/7933421510.html,37.7486625639102,-122.438626834634,San Francisco,2026-05-10T12:20:05.667355-07:00,False,,craigslist,,,,
PRE LEASE NOW - 2 BEDROOM MISSION DOLORES!,Castro/Noe,5495,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-pre-lease-now-bedroom/7933421229.html,37.7611891401844,-122.43003418658,San Francisco,2026-05-10T12:20:05.666556-07:00,False,,craigslist,13.0,22nd St,4.0,16th St Mission
TMLP 12-mo. | Convenience Meets Luxury: Garage Parking & Elevator,,4374,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-tmlp-12-mo-convenience/7933423599.html,37.778401365307,-122.414338580742,San Francisco,2026-05-10T12:00:04.866285-07:00,False,,craigslist,,,,
TMLP 13-mo. | Luxury high-rise with top tier amenities and handcrafted apartment,,4067,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-tmlp-13-mo-luxury-high/7933423939.html,37.7791152707197,-122.41424289679,San Francisco,2026-05-10T12:00:04.865634-07:00,False,,craigslist,,,,
"Now Touring, Bike Stor, Great MidMar SOMA location, 360 Rooftop Views!",,4379,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-now-touring-bike-stor/7933424700.html,37.7752730157458,-122.415909631016,San Francisco,2026-05-10T12:00:04.864737-07:00,False,,craigslist,,,,
TMLP 13-mo. | Discover Artful Living in Our Towering Oasis,,4427,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-tmlp-13-mo-discover/7933410027.html,37.7791152707197,-122.41424289679,San Francisco,2026-05-10T11:00:04.746148-07:00,False,,craigslist,,,,
2nd Flr*2Bed/1Bath*In-Unit W/D & Large Balcony*View of Zen Garden,,4868,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-2nd-flr2bed-1bathin-unit/7933410804.html,37.7813005317502,-122.416702031646,San Francisco,2026-05-10T11:00:04.743654-07:00,False,,craigslist,,,,
OPEN HOUSE SUN MAY 1PM - RENOVATED 2 BED 1 BATH w/PARKING + LAUNDRY,Way Out There,5250,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-open-house-sun-may-1pm/7933406659.html,37.7596421541377,-122.478132847564,San Francisco,2026-05-10T10:40:05.534406-07:00,False,,craigslist,29.0,4th & King,21.0,16th St Mission
"Cozy 2 BR/1.5 BA with Walk-In Closet, Controlled Access",,3593,2,2.0,https://sfbay.craigslist.org/pen/apa/d/san-francisco-cozy-br-15-ba-with-walk/7933409119.html,37.7072342775777,-122.415895880029,San Francisco,2026-05-10T10:40:05.532311-07:00,False,,craigslist,,,,
"Modern Conveniences & Entertainment, Outside Your Front Door!",,4298,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-modern-conveniences/7933404917.html,37.778401365307,-122.414338580742,San Francisco,2026-05-10T10:20:05.457998-07:00,False,,craigslist,,,,
"Captivating 3 BR/2 BA-Onsite Childcare, Pet Play Area, More",Glen Park/Excelsior,5503,3,2.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-captivating-br-ba-onsite/7933394014.html,37.7236025358681,-122.43880445155,San Francisco,2026-05-10T10:00:08.335858-07:00,False,,craigslist,23.0,22nd St,5.0,Glen Park
2 bed 1 bath.,Potrero Hill,3950,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-bed-bath/7933390898.html,37.7516711652922,-122.401620636564,San Francisco,2026-05-10T09:20:04.979549-07:00,False,,craigslist,6.0,22nd St,7.0,24th St Mission
"Now Showing, Washer and Dryer, SoMa Life, Pets Welcome",,4379,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-now-showing-washer-and/7933391713.html,37.7752730157458,-122.415909631016,San Francisco,2026-05-10T09:20:04.978892-07:00,False,,craigslist,,,,
"Washer and Dryer, Pets Welcome, Roof View Fire Pits, Grills",,4379,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-washer-and-dryer-pets/7933379788.html,37.7752730157458,-122.415909631016,San Francisco,2026-05-10T08:20:05.493276-07:00,False,,craigslist,,,,
Bright & Clean Garden In-Law Apt - Sunset,Way Out There,2380,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-bright-clean-garden-in/7933368792.html,37.7504249820879,-122.5021340496,San Francisco,2026-05-10T07:00:05.191788-07:00,False,,craigslist,44.0,4th & King,27.0,Glen Park
"A very special 2x1 Lower Nob Hill apartment! private patio, skylight",,1600,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-very-special-2x1-lower/7933349651.html,37.7867304527744,-122.414839345854,San Francisco,2026-05-10T04:20:04.811551-07:00,False,,craigslist,,,,
"Expansive Windows w/ City Views, Now Showing, Pet Park, SoMa Life",,4379,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-expansive-windows-city/7933328629.html,37.7752730157458,-122.415909631016,San Francisco,2026-05-09T21:20:05.302530-07:00,False,,craigslist,,,,
"Roof View Fire Pits, Grills, Now Showing, Great Location",,4379,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-roof-view-fire-pits/7933313801.html,37.7752730157458,-122.415909631016,San Francisco,2026-05-09T18:40:05.400331-07:00,False,,craigslist,,,,
"Great Location, Now Showing, Pets Welcome, Washer and Dryer",,4379,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-great-location-now/7933304046.html,37.7752730157458,-122.415909631016,San Francisco,2026-05-09T17:40:04.943397-07:00,False,,craigslist,,,,
"SoMa Life, Great Location, Bicycle Parking, Washer and Dryer",,4379,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-soma-life-great-location/7933288994.html,37.7752730157458,-122.415909631016,San Francisco,2026-05-09T16:00:05.620761-07:00,False,,craigslist,,,,
2 bedrooms 1 bath semi-furnished,Glen Park/Excelsior,2297,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-bedrooms-bath-semi/7933290877.html,37.7195013039708,-122.441099147519,San Francisco,2026-05-09T16:00:05.619994-07:00,False,,craigslist,25.0,22nd St,7.0,Glen Park
Polk Gulch 2 Bed | Quiet Back Unit with Gas Kitchen & Dishwasher,,4495,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-polk-gulch-bed-quiet-back/7933278617.html,37.7892887093295,-122.415608828173,San Francisco,2026-05-09T15:00:04.911687-07:00,False,,craigslist,,,,
Conveniently Located 2bed+den/2bath Condo at 199 New Montgomery,,4500,2,2.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-conveniently-located/7933267269.html,37.7862079152653,-122.39896841493,San Francisco,2026-05-09T14:00:04.934059-07:00,False,,craigslist,,,,
"Gated, EV Charging, Washer and Dryer, Mid-Market, Pets Ok!",,4379,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-gated-ev-charging-washer/7933259025.html,37.7752730157458,-122.415909631016,San Francisco,2026-05-09T13:20:04.830898-07:00,False,,craigslist,,,,
"Just renovated 2 Bed 1 bath - 1 block from tech buses, garage + yard",Way Out There,5250,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-just-renovated-bed-bath/7930441149.html,37.7593006712918,-122.483594281266,San Francisco,2026-05-09T13:00:05.510455-07:00,False,,craigslist,30.0,4th & King,22.0,16th St Mission
"360 View Rooftop Deck, Pet Park, Gated, Great Location",,4379,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-360-view-rooftop-deck-pet/7933237994.html,37.7752730157458,-122.415909631016,San Francisco,2026-05-09T12:00:05.374371-07:00,False,,craigslist,,,,
"Grilling stations with dining areas, The Pet Pad, Work from home areas",,4320,2,2.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-grilling-stations-with/7933238587.html,37.7816185233265,-122.412125817737,San Francisco,2026-05-09T12:00:05.373143-07:00,False,,craigslist,,,,
500 Stanyan #106 - Beautiful 2x1 - Pets OK - Private - Great Area,NOPA/Inner Richmond,5450,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-500-stanyan-beautiful-2x1/7933229233.html,37.7728963868117,-122.454281760469,San Francisco,2026-05-09T11:20:05.423139-07:00,False,,craigslist,21.0,4th & King,13.0,Civic Center
3/1 Outer Sunset Home 4 Rent,Way Out There,5000,3,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-1-outer-sunset-home-rent/7933211920.html,37.7607078556366,-122.499497297827,San Francisco,2026-05-09T10:20:05.160560-07:00,False,,craigslist,40.0,4th & King,29.0,24th St Mission
"Gated, Washer and Dryer, Roof View Fire Pits, Grills, EV Charging",,4379,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-gated-washer-and-dryer/7933198243.html,37.7752730157458,-122.415909631016,San Francisco,2026-05-09T09:20:05.029138-07:00,False,,craigslist,,,,
Charming 2-Bedroom Apartment in the Heart of Nob Hill –Move-In Ready,,3995,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-charming-bedroom/7933174160.html,37.7924852408684,-122.420240046031,San Francisco,2026-05-09T08:20:04.911339-07:00,False,,craigslist,,,,
2-bedroom with living room on Irving St,Way Out There,2600,2,2.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-bedroom-with-living-room/7933173477.html,37.7631360507722,-122.48676617562,San Francisco,2026-05-09T08:00:05.038134-07:00,False,,craigslist,35.0,4th & King,25.0,24th St Mission
"Pets Welcome, Gated, Great Location, Stainless Steel Appliances",,4379,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-pets-welcome-gated-great/7933177371.html,37.7752730157458,-122.415909631016,San Francisco,2026-05-09T08:00:05.037336-07:00,False,,craigslist,,,,
"2 BR 1 BA, separate living room, walk to FIDI, view, good for roommate",,2995,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-br-ba-separate-living/7933132068.html,37.7989705501511,-122.405650821694,San Francisco,2026-05-09T00:00:05.513815-07:00,False,,craigslist,,,,
"Two Bedroom, One Bath In Jordan Park",,4699,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-two-bedroom-one-bath-in/7933129963.html,37.7853851478715,-122.458024320787,San Francisco,2026-05-08T23:20:05.382093-07:00,False,,craigslist,,,,
2 bd 1 ba Top level apartment w/ private garage,Way Out There,5400,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-bd-ba-top-level-apartment/7933120909.html,37.7785996087041,-122.489197235545,San Francisco,2026-05-08T21:40:05.506353-07:00,False,,craigslist,36.0,4th & King,27.0,Civic Center
Rental availability,,3000,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-rental-availability/7933119292.html,37.7189988199844,-122.409598500903,San Francisco,2026-05-08T21:00:05.557098-07:00,False,,craigslist,,,,
PRE-MARKET FOR JUNE 1ST~ WALK TO DOLORES PARK FROM 2BD 1BA WITH W/D,Castro/Noe,5495,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-pre-market-for-june-1st/7933087095.html,37.7611994534247,-122.429993506577,San Francisco,2026-05-08T17:00:05.536635-07:00,False,,craigslist,13.0,22nd St,4.0,16th St Mission
540 Leavenworth St - 207,,4195,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-540-leavenworth-st-207/7933077404.html,37.7859655541179,-122.414693814574,San Francisco,2026-05-08T16:00:05.413089-07:00,False,,craigslist,,,,
Coastal Living! 3 BDRM apartment homes at Baker Beach in the Presidio!,,4850,3,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-coastal-living-bdrm/7933061729.html,37.792693224548,-122.479730826854,San Francisco,2026-05-08T15:00:05.536092-07:00,False,,craigslist,,,,
Gorgeous ocean views! Two Bedroom split-level at Baker Beach!,,5000,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-gorgeous-ocean-views-two/7933061786.html,37.7918704571542,-122.476947970843,San Francisco,2026-05-08T15:00:05.535464-07:00,False,,craigslist,,,,
"775 Geary #402 Spacious, Upper Floor 2 Bed/1Bath, Remodeled Kitchen 94",,2990,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-775-geary-402-spacious/7933042949.html,37.7863689164057,-122.415985261445,San Francisco,2026-05-08T13:40:05.391709-07:00,False,,craigslist,,,,
2 BR/1 BA Apartment with Parking,,3300,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-br-ba-apartment-with/7933012106.html,37.7243508187485,-122.458338874616,San Francisco,2026-05-08T11:40:04.722324-07:00,False,,craigslist,,,,
"Look at this Nice, affordable 2 bedroom apt-----Close to Union Square!",,2801,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-look-at-this-nice/7929389345.html,37.7869733868795,-122.418778430696,San Francisco,2026-05-08T11:20:04.847529-07:00,False,,craigslist,,,,
"2 BR 1 BA, living room, entire unit, view, FDIC, good for roommate",,2895,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-br-ba-living-room-entire/7932993998.html,37.7989705501511,-122.405650821694,San Francisco,2026-05-08T11:00:04.853140-07:00,False,,craigslist,,,,
Private Room - Outer Richmond,Way Out There,1145,5,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-private-room-outer/7932983439.html,37.7785996087041,-122.489197235545,San Francisco,2026-05-08T10:40:05.358441-07:00,False,,craigslist,36.0,4th & King,27.0,Civic Center
Post Street Apartments---2 BR Apartment--GREAT PRICE!,,2801,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-post-street-apartments-br/7932951977.html,37.7869733868795,-122.418778430696,San Francisco,2026-05-08T08:20:05.520944-07:00,False,,craigslist,,,,
AMAZING UNIT AND LOCATION. In unit washer and dryer and parking availa,,4395,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-amazing-unit-and-location/7932882858.html,37.7858257524159,-122.458065573748,San Francisco,2026-05-07T19:20:05.315899-07:00,False,,craigslist,,,,
Ground Floor 2 Rooms and 1 Bath In-law Suite,Way Out There,2250,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-ground-floor-rooms-and/7929190596.html,37.7542328595941,-122.504414994583,San Francisco,2026-05-07T19:20:05.315082-07:00,False,,craigslist,44.0,4th & King,29.0,Glen Park
This Home Has It All,,3500,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-this-home-has-it-all/7932877710.html,37.7296644293402,-122.416892826592,San Francisco,2026-05-07T18:40:05.613735-07:00,False,,craigslist,,,,
Charming 2 Bed/1 Bath + Sunroom Flat on Quiet Block,Way Out There,5600,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-charming-bed-bath-sunroom/7932862562.html,37.756581986554,-122.465783315248,San Francisco,2026-05-07T17:00:05.155345-07:00,False,,craigslist,26.0,4th & King,17.0,Glen Park
SOMA Classic Victorian 2-BR w/ parking,,4125,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-soma-classic-victorian-br/7932859460.html,37.7726912679211,-122.415049048407,San Francisco,2026-05-07T16:40:05.600450-07:00,False,,craigslist,,,,
Single Family Home in Great Location!,,4500,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-single-family-home-in/7932852294.html,37.7126550312771,-122.432001723649,San Francisco,2026-05-07T16:00:05.390862-07:00,False,,craigslist,,,,
"Close to Union Square--Nice, affordable 2 bedroom apartment!",,2801,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-close-to-union-square/7929467971.html,37.7869733868795,-122.418778430696,San Francisco,2026-05-07T15:20:04.899585-07:00,False,,craigslist,,,,
Gorgeous and spacious 2bed/1bath available right next to Russian Hill,,5295,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-gorgeous-and-spacious/7932842846.html,37.801303061335,-122.424542959072,San Francisco,2026-05-07T15:20:04.898324-07:00,False,,craigslist,,,,
PRE-MARKET FOR EARLY JUNE ~ NOE VALLEY 2BD 1BA ~ CITY VIEWS ~ W/D IN UNIT,,5595,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-pre-market-for-early-june/7932823595.html,37.7487003791246,-122.438599332659,San Francisco,2026-05-07T14:00:04.995691-07:00,False,,craigslist,,,,
"173 Magnolia St -Beautiful, Quiet, Spacious 2BR 1BA in Marina District",,4695,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-173-magnolia-st-beautiful/7932821640.html,37.799899314737,-122.434205319329,San Francisco,2026-05-07T13:40:05.472345-07:00,False,,craigslist,,,,
"Look at this Nice, affordable 2 bedroom apartment!",,2801,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-look-at-this-nice/7929841967.html,37.7869733868795,-122.418778430696,San Francisco,2026-05-07T13:20:05.657057-07:00,False,,craigslist,,,,
Post Street Apartments--- Affordable 2 bedroom apartment!,,2801,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-post-street-apartments/7932168479.html,37.7869733868795,-122.418778430696,San Francisco,2026-05-07T10:40:04.750461-07:00,False,,craigslist,,,,
950 Franklin St - 1,,4995,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-950-franklin-st/7932764561.html,37.7916997157313,-122.418600813779,San Francisco,2026-05-07T10:20:04.941501-07:00,False,,craigslist,,,,
540 Leavenworth St - 207,,4195,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-540-leavenworth-st-207/7932735781.html,37.7859655541179,-122.414693814574,San Francisco,2026-05-07T08:40:05.406295-07:00,False,,craigslist,,,,
Post Street Apartments--2 Bedroom Apartments--GREAT PRICE!,,2801,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-post-street-apartments/7932730164.html,37.7869733868795,-122.418778430696,San Francisco,2026-05-07T08:20:05.437781-07:00,False,,craigslist,,,,
2 Bed 2 Bath for rent,,4500,2,2.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-bed-bath-for-rent/7932711810.html,37.799899314737,-122.434205319329,San Francisco,2026-05-07T07:20:05.221294-07:00,False,,craigslist,,,,
Pets OK 2BR Victorian Flat Bay Window and Private Laundry,,4400,2,2.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-pets-ok-2br-victorian/7932670901.html,37.7910402413091,-122.441044716529,San Francisco,2026-05-06T22:00:04.909655-07:00,False,,craigslist,,,,
Updated 2 Bed Mid-Century Apt with Garage & Storage,Castro/Noe,4700,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-updated-bed-mid-century/7932630648.html,37.7435603747448,-122.428969058039,San Francisco,2026-05-06T18:40:04.711843-07:00,False,,craigslist,15.0,22nd St,5.0,Glen Park
"3D Virtual Tour - 2 BR, 1 BA Condo 750 Sq. Ft. - In-Unit Washer/Dryer",,4150,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-3d-virtual-tour-br-ba/7932647753.html,37.7879875221768,-122.418300010937,San Francisco,2026-05-06T18:00:05.646305-07:00,False,,craigslist,,,,
2BD Inlaw Blocks From VA and Golden Gate Park,Way Out There,2499,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-2bd-inlaw-blocks-from-va/7932634808.html,37.7758522760766,-122.492147968189,San Francisco,2026-05-06T16:40:04.957309-07:00,False,,craigslist,35.0,4th & King,27.0,16th St Mission
Close to Union Square----2 Bedroom Apartment!,,2801,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-close-to-union-square/7930470022.html,37.7869733868795,-122.418778430696,San Francisco,2026-05-06T16:20:05.648756-07:00,False,,craigslist,,,,
Two bedroom one bath for rent,,4800,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-two-bedroom-one-bath-for/7932628049.html,37.7980412126075,-122.443011680639,San Francisco,2026-05-06T16:20:05.648147-07:00,False,,craigslist,,,,
Top Floor Updated 2 Bed Mid-Century Apt with Garage & Storage,Castro/Noe,4700,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-top-floor-updated-bed-mid/7932630648.html,37.7435603747448,-122.428969058039,San Francisco,2026-05-06T16:20:05.647327-07:00,False,,craigslist,15.0,22nd St,5.0,Glen Park
Spacious 2-bed 1-bath apartment. Bright and quiet. Parking available.,,4995,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-spacious-bed-bath/7932613609.html,37.7931132026118,-122.424570461046,San Francisco,2026-05-06T15:00:04.996360-07:00,False,,craigslist,,,,
2 bedroom apartment close to Union Square!,,2801,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-bedroom-apartment-close/7932595766.html,37.7869733868795,-122.418778430696,San Francisco,2026-05-06T13:40:05.441987-07:00,False,,craigslist,,,,
Brand New Remodel/1675Clay&Larkin/WD in unit/office!!,,4595,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-brand-new-remodel/7932497638.html,37.7924336746668,-122.420649710855,San Francisco,2026-05-06T08:00:05.158013-07:00,False,,craigslist,,,,
Mission Dolores Park/3875 18th&Sanchez/W/D in unit/Coming Soon!!,Castro/Noe,5495,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-mission-dolores-park/7932498367.html,37.7611891401844,-122.43003418658,San Francisco,2026-05-06T08:00:05.156817-07:00,False,,craigslist,13.0,22nd St,4.0,16th St Mission
WALK TO FIDI AND MUNI ON VAN NESS FROM DOWNTOWN GEARY AT POLK 2BD 1BA,,3395,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-walk-to-fidi-and-muni-on/7932447873.html,37.7859008098871,-122.419594895554,San Francisco,2026-05-05T22:40:04.969157-07:00,False,,craigslist,,,,
1440 Sutter #201 - Lovely 2x2 - WD in Unit - Great Area - Pets OK,,4985,2,2.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-1440-sutter-lovely-2x2-wd/7932399678.html,37.7872541361991,-122.4240782903,San Francisco,2026-05-05T16:00:04.766696-07:00,False,,craigslist,,,,
Spacious 2BR/2BA In-law Suite with Fenced Yard & Classic Features in S,Way Out There,3300,2,2.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-spacious-2br-2ba-in-law/7932348329.html,37.7572173967488,-122.502475532446,San Francisco,2026-05-05T12:20:05.637125-07:00,False,,craigslist,42.0,4th & King,29.0,Glen Park
Remodeled Outer Richmond Two Bedroom One Bath ~ J.Wavro,Way Out There,4200,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-remodeled-outer-richmond/7932252152.html,37.7752764534926,-122.506956062404,San Francisco,2026-05-05T06:20:05.224898-07:00,False,,craigslist,40.0,4th & King,32.0,16th St Mission
2 bd 1 ba - Japantown/Lower Pac Heights! ~ J.Wavro,,3350,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-bd-ba-japantown-lower-pac/7932254059.html,37.7876494770777,-122.428533037157,San Francisco,2026-05-05T06:20:05.223465-07:00,False,,craigslist,,,,
Spacious 2 Bed/1 Bath Top Floor Apt  ~ J.Wavro,,4000,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-spacious-bed-bath-top/7932250169.html,37.7827008406015,-122.469772247417,San Francisco,2026-05-05T06:00:05.387347-07:00,False,,craigslist,,,,
Spacious 3 Bed 2 Bath,,4490,3,2.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-spacious-bed-bath/7932215997.html,37.7350639836013,-122.389025878312,San Francisco,2026-05-04T21:20:04.959026-07:00,False,,craigslist,,,,
140 20th Ave #106 - Lovely 2x1 - Updated & New - WD in Unit - Pets OK,Way Out There,4275,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-th-ave-lovely-2x1-updated/7932195894.html,37.7852247196889,-122.479730826854,San Francisco,2026-05-04T18:20:05.137742-07:00,False,,craigslist,29.0,4th & King,26.0,16th St Mission
MODERN 2BR+DEN /1BA in HEART OF SF!,,3450,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-modern-2brden-1ba-in/7932171856.html,37.7840530209979,-122.431864786736,San Francisco,2026-05-04T16:20:05.050242-07:00,False,,craigslist,,,,
RENTED! Remodeled 2Bed/2Bath apt - Near the Marina! ~ J.Wavro,,5295,2,2.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-rented-remodeled-2bed/7932141512.html,37.8002602781479,-122.423928175358,San Francisco,2026-05-04T14:00:05.063787-07:00,False,,craigslist,,,,
"Top Floor, XL Two Bed",,4900,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-top-floor-xl-two-bed/7932105948.html,37.7747161007689,-122.424980698828,San Francisco,2026-05-04T11:40:05.109720-07:00,False,,craigslist,,,,
Remodeled 2 Bedroom 2 Bath Unit,Way Out There,3100,2,2.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-remodeled-bedroom-bath/7932010994.html,37.7498474406304,-122.491546935462,San Francisco,2026-05-04T05:20:05.361904-07:00,False,,craigslist,36.0,22nd St,24.0,Glen Park
2 BR/1 BA Apartment with Parking,,3300,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-br-ba-apartment-with/7931975418.html,37.7243508187485,-122.458338874616,San Francisco,2026-05-03T19:20:05.636168-07:00,False,,craigslist,,,,
2 bedroom 1 bath,Glen Park/Excelsior,3495,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-bedroom-bath/7931854075.html,37.7195013039708,-122.441099147519,San Francisco,2026-05-03T08:40:04.753210-07:00,False,,craigslist,25.0,22nd St,7.0,Glen Park
Peaceful furnished retreat available 5/16-5/22,,2400,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-peaceful-furnished/7931783544.html,37.750500039559,-122.444705343882,San Francisco,2026-05-02T19:20:05.186562-07:00,False,,craigslist,,,,
2 rooms for 1 - perfect for Artists/At-home Office,Way Out There,1400,2,2.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-rooms-for-perfect-for/7931758299.html,37.7785996087041,-122.489197235545,San Francisco,2026-05-02T17:00:05.222210-07:00,False,,craigslist,36.0,4th & King,27.0,Civic Center
2 BR- 1Bath in a charming older vintage building,,3850,2,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-br-1bath-in-charming/7931731106.html,37.7916997157313,-122.418600813779,San Francisco,2026-05-02T14:00:05.311519-07:00,False,,craigslist,,,,
Top Floor Newly Remolded Victorian Flat,,4350,3,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-top-floor-newly-remolded/7931618802.html,37.7764647679596,-122.426264124289,San Francisco,2026-05-02T06:40:04.773850-07:00,False,,craigslist,,,,
Eureka Valley | 2Bd 2Ba | Views | Balcony | Laundry | Garage | ReLISTO,,5495,2,2.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-eureka-valley-2bd-2ba/7931558084.html,37.7557523436667,-122.441508812343,San Francisco,2026-05-01T17:20:05.551977-07:00,False,,craigslist,,,,
Shared housing in the Mission in San Francisco,Mission,1200,3,1.0,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-shared-housing-in-the/7931529145.html,37.75380256829,-122.405663999724,San Francisco,2026-05-01T15:00:04.791507-07:00,False,,craigslist,6.0,22nd St,4.0,24th St Mission
